"artifact"	"exists"	"bytes"	"year"	"metric"	"rows"	"numeric_values"	"distinct_values"	"min"	"max"	"nonzero_count"	"finding"	"path"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2020"	"smoke_score_p80"	"26"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2021"	"smoke_score_p80"	"26"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2022"	"smoke_score_p80"	"26"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2023"	"smoke_score_p80"	"26"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2024"	"smoke_score_p80"	"26"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2015"	"smoke_missing_flag"	"26"	"26"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2016"	"smoke_missing_flag"	"26"	"26"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2017"	"smoke_missing_flag"	"26"	"26"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2018"	"smoke_missing_flag"	"26"	"26"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2019"	"smoke_missing_flag"	"26"	"26"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2020"	"smoke_missing_flag"	"26"	"26"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2021"	"smoke_missing_flag"	"26"	"26"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2022"	"smoke_missing_flag"	"26"	"26"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2023"	"smoke_missing_flag"	"26"	"26"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_nuts3_annual"	"YES"	"18134"	"2024"	"smoke_missing_flag"	"26"	"26"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_nuts3_annual_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2015"	"smoke_days"	"278"	"278"	"1"	"13.9755839806837"	"13.9755839806837"	"278"	"HOMOGENEOUS_NONZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2016"	"smoke_days"	"278"	"278"	"1"	"12.1226415871457"	"12.1226415871457"	"278"	"HOMOGENEOUS_NONZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2017"	"smoke_days"	"278"	"278"	"1"	"10.2696991936076"	"10.2696991936076"	"278"	"HOMOGENEOUS_NONZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2018"	"smoke_days"	"278"	"278"	"1"	"8.4167568000696"	"8.4167568000696"	"278"	"HOMOGENEOUS_NONZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2019"	"smoke_days"	"278"	"278"	"1"	"6.56381440653156"	"6.56381440653156"	"278"	"HOMOGENEOUS_NONZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2020"	"smoke_days"	"278"	"278"	"1"	"4.71087201299351"	"4.71087201299351"	"278"	"HOMOGENEOUS_NONZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2021"	"smoke_days"	"278"	"278"	"1"	"2.85792961945547"	"2.85792961945547"	"278"	"HOMOGENEOUS_NONZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2022"	"smoke_days"	"278"	"278"	"1"	"1.00498722591743"	"1.00498722591743"	"278"	"HOMOGENEOUS_NONZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2023"	"smoke_days"	"278"	"278"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2024"	"smoke_days"	"278"	"278"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2015"	"smoke_score_mean"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2016"	"smoke_score_mean"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2017"	"smoke_score_mean"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2018"	"smoke_score_mean"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2019"	"smoke_score_mean"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2020"	"smoke_score_mean"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2021"	"smoke_score_mean"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2022"	"smoke_score_mean"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2023"	"smoke_score_mean"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2024"	"smoke_score_mean"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2015"	"smoke_score_p80"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2016"	"smoke_score_p80"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2017"	"smoke_score_p80"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2018"	"smoke_score_p80"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2019"	"smoke_score_p80"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2020"	"smoke_score_p80"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2021"	"smoke_score_p80"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2022"	"smoke_score_p80"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2023"	"smoke_score_p80"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2024"	"smoke_score_p80"	"278"	"0"	"0"	""	""	"0"	"NO_NUMERIC_VALUES"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2015"	"smoke_missing_flag"	"278"	"278"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2016"	"smoke_missing_flag"	"278"	"278"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2017"	"smoke_missing_flag"	"278"	"278"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2018"	"smoke_missing_flag"	"278"	"278"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2019"	"smoke_missing_flag"	"278"	"278"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2020"	"smoke_missing_flag"	"278"	"278"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2021"	"smoke_missing_flag"	"278"	"278"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2022"	"smoke_missing_flag"	"278"	"278"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2023"	"smoke_missing_flag"	"278"	"278"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
"smoke_days_municipio"	"YES"	"196934"	"2024"	"smoke_missing_flag"	"278"	"278"	"1"	"0"	"0"	"0"	"ALL_ZERO"	"D:\GATA_MODULEC_UNIFIED_PROCESS\GATA_ModuleC_pipeline_unified_20260529_110642\03_RUNTIMES\ModuleC_RUNTIME_10D7_REAL_PRODUCER_PATCH_20260531_083731_ITER3\03_outputs\tables\smoke_days_municipio_2015_2024.csv"
