"Root","FilePath","LineNumber","Match","Classification","Reason","Line"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_2_post.ps1","249","run_pipeline_debug_v5.py;run_pipeline_debug_v5.py","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","Add-ManifestRow ""HISTORICAL"" ""run_pipeline_debug_v5.py"" (Join-Path $pipeline ""_archive_obsolete_20260115_0123\run_pipeline_debug_v5.py"") ""OBSOLETE_RUNNER"" ""NOT_RUNTIME_TRUTH"" """""
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_2_post.ps1","27","HOST_ROOT;HOST_ROOT","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","@{ Key = ""HOST_ROOT_EXACT""; Type = ""Simple""; Val = ""HOST_ROOT=D:\Mestrado\GATA_2025_2026"" },"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_2_post.ps1","282","03_outputs__BACKUP","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","$crt += ""- Rutas prohibidas: _qa_catalogs\\moduleC_local_pipeline\\03_outputs, Module C\\Datos\\03_outputs, 03_outputs__BACKUP*"""
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_2_post.ps1","284","deliverables_step9","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","$crt += ""- Regenerar en runtime: report_auditoria_v2.txt, smoke_days_unit_2015_2024.csv, deliverables_step9, final_manifest.json, final_sha256_checkpoints.txt"""
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_2_post.ps1","29","03_outputs__BACKUP","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","@{ Key = ""BACKUP_OUTPUT""; Type = ""Simple""; Val = ""03_outputs__BACKUP_20260121_235500"" },"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_2_post.ps1","30","_qa_catalogs\moduleC_local_pipeline\03_outputs","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","@{ Key = ""PIPELINE_LOCAL_OUTPUT""; Type = ""Simple""; Val = ""_qa_catalogs\moduleC_local_pipeline\03_outputs"" },"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_2_post.ps1","31","Module C\Datos\03_outputs","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","@{ Key = ""DATOS_DEPRECATED_OUTPUT""; Type = ""Simple""; Val = ""Module C\Datos\03_outputs"" },"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_2_post.ps1","32","Complementariedad de analisi_sin base de datos","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","@{ Key = ""SIN_BD_SOURCE""; Type = ""Simple""; Val = ""Complementariedad de analisi_sin base de datos"" },"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_2_post.ps1","324","DELIVERABLES_STEP9","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","$_.Pattern -in @(""BACKUP_OUTPUT"", ""PIPELINE_LOCAL_OUTPUT"", ""DATOS_DEPRECATED_OUTPUT"", ""DELIVERABLES_STEP9_BACKUP"")"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_2_post.ps1","33","run_pipeline_debug_v5.py","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","@{ Key = ""RUNNER_V5""; Type = ""Simple""; Val = ""run_pipeline_debug_v5.py"" },"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_2_post.ps1","34","DELIVERABLES_STEP9;deliverables_step9;03_outputs__BACKUP;03_outputs__BACKUP;deliverables_step9","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","@{ Key = ""DELIVERABLES_STEP9_BACKUP""; Type = ""Regex""; Val = ""deliverables_step9.*03_outputs__BACKUP_20260121_235500|03_outputs__BACKUP_20260121_235500.*deliverables_step9"" },"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_2_post.ps1","64","03_outputs__BACKUP","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","$isArchive = ($f -match ""\\_archive_|\\03_outputs__BACKUP_"")"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_2_post.ps1","81","HOST_ROOT;DELIVERABLES_STEP9","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","elseif (($p.Key -in @(""HOST_ROOT_EXACT"", ""LEGACY_EXTERNAL_ROOT"", ""BACKUP_OUTPUT"", ""PIPELINE_LOCAL_OUTPUT"", ""DATOS_DEPRECATED_OUTPUT"", ""DELIVERABLES_STEP9_BACKUP"")) -and $isPipelineExec) {"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_gate.py","137","03_outputs__BACKUP","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","backup_root = modulec_root / ""03_outputs__BACKUP_20260121_235500"""
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_gate.py","339","03_outputs__BACKUP","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","""BACKUP_OUTPUT_PATH"": re.compile(r""03_outputs__BACKUP_20260121_235500"", re.IGNORECASE),"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_gate.py","343","DELIVERABLES_STEP9;03_outputs__BACKUP;deliverables_step9;deliverables_step9;03_outputs__BACKUP","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","""DELIVERABLES_STEP9_BACKUP"": re.compile(r""03_outputs__BACKUP_20260121_235500.*deliverables_step9|deliverables_step9.*03_outputs__BACKUP_20260121_235500"", re.IGNORECASE),"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_gate.py","368","DELIVERABLES_STEP9","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","if pname in (""BACKUP_OUTPUT_PATH"", ""AUX_OUTPUT_FINAL"", ""DATOS_03_OUTPUTS"", ""DELIVERABLES_STEP9_BACKUP""):"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_gate.py","409","deliverables_step9","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","deliver_backup = backup_root / ""deliverables_step9"""
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_gate.py","410","deliverables_step9","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","deliver_canon = output_root / ""deliverables_step9"""
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_gate.py","551","deliverables_step9","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","add_check(""Política deliverables_step9"", ""PASS"" if deliver_policy_ok else ""FAIL"", f""backup_exists={deliver_backup_exists}; canon_exists={deliver_canon_exists}; final_manifest={has_final_manifest}; final_sha={has_final_sha}; zip={has_zip}"", ""No"", ""Keep historical only pre-runtime"")"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_gate.py","608","deliverables_step9","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","post.append(""8. Validar `deliverables_step9` generado en canónico (no usar backup histórico)."")"
"CONTROL_SCRIPTS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\_cleanup_control\ISO_GATA_RECONCILIATION_20260518_201808\scripts\run_b3_gate.py","642","deliverables_step9","CONTROL_REFERENCE","Referencia usada en scripts de auditoría/control","report.append(f""- deliverables_step9 policy: {'PASS' if deliver_policy_ok else 'FAIL'}"")"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\_archive_obsolete_20260115_0123\__DIFF_run_pipeline_debug_vs_v5.txt","4","run_pipeline_debug_v5.py","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","""""""run_pipeline_debug_v5.py"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\_archive_obsolete_20260115_0123\pipeline_full_v5.log","11","run_pipeline_debug_v5.py","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","File ""D:\Mestrado\GATA_2025_2026\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"", line 197, in <module>"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\_archive_obsolete_20260115_0123\pipeline_full_v5.log","14","run_pipeline_debug_v5.py","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","File ""D:\Mestrado\GATA_2025_2026\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"", line 190, in main"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\_archive_obsolete_20260115_0123\run_pipeline_debug_v5.py","3","run_pipeline_debug_v5.py","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","""""""run_pipeline_debug_v5.py"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_errors_only_20260118_181224.txt","1","_qa_catalogs\moduleC_local_pipeline\03_outputs;_qa_catalogs\moduleC_local_pipeline\03_outputs","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","ERROR: D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\rclone_serve_root.log :: Excepción al llamar a ""WriteAllText"" con los argumentos ""3"": ""El proceso no puede obtener acceso al archivo 'D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\rclone_serve_root.log' porque está siendo utilizado en otro proceso."""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_log_20260118_181224.txt","13","_qa_catalogs\moduleC_local_pipeline\03_outputs","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","CHANGED: D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\inventory_ModuleC_root_20260118_153411.txt"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_log_20260118_181224.txt","14","_qa_catalogs\moduleC_local_pipeline\03_outputs","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","CHANGED: D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\PATCH_CANONICAL_PATHS_ModuleC.ps1"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_log_20260118_181224.txt","15","_qa_catalogs\moduleC_local_pipeline\03_outputs;_qa_catalogs\moduleC_local_pipeline\03_outputs","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","ERROR: D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\rclone_serve_root.log :: Excepción al llamar a ""WriteAllText"" con los argumentos ""3"": ""El proceso no puede obtener acceso al archivo 'D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\rclone_serve_root.log' porque está siendo utilizado en otro proceso."""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_log_20260118_181224.txt","16","_qa_catalogs\moduleC_local_pipeline\03_outputs","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","CHANGED: D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\remote_checks\fixN3FINAL_2026-01-16\CHECK_remote_GET_SANITY_CSV_fixN3FINAL.txt"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_log_20260118_181224.txt","17","_qa_catalogs\moduleC_local_pipeline\03_outputs","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","CHANGED: D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\remote_checks\fixN3FINAL_2026-01-16\CHECK_remote_GET_SANITY_FAIL_SUMMARY_fixN3FINAL.v3.txt"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_log_20260118_181224.txt","18","_qa_catalogs\moduleC_local_pipeline\03_outputs","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","CHANGED: D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\remote_checks\fixN3FINAL_2026-01-16\REMOTE__SANITY_FAIL_SUMMARY_fixN3FINAL.v3.txt"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_log_20260118_181224.txt","19","_qa_catalogs\moduleC_local_pipeline\03_outputs","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","CHANGED: D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\remote_checks\fixN3FINAL_2026-01-16\REMOTE__SANITY_v2_muni_fixA_fixN3FINAL.csv"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_log_20260118_181224.txt","45","run_pipeline_debug_v5.py","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","CHANGED: D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\_archive_obsolete_20260115_0123\run_pipeline_debug_v5.py"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_log_20260118_181224.txt","74","deliverables_step9","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","CHANGED: D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\Complementariedad de analisis\Module C\03_outputs\deliverables_step9\final_sha256_checkpoints.txt"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_log_20260118_181224.txt","75","deliverables_step9","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","CHANGED: D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\Complementariedad de analisis\Module C\03_outputs\deliverables_step9\qgis_program_global_zip_checkpoint.txt"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_log_20260118_181224.txt","76","deliverables_step9","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","CHANGED: D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\Complementariedad de analisis\Module C\03_outputs\deliverables_step9\REPORTE_MAESTRO_AUDITORIA_REMOTA_step9.txt"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_log_20260118_181224.txt","77","deliverables_step9","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","CHANGED: D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\Complementariedad de analisis\Module C\03_outputs\deliverables_step9\REPORTE_MAESTRO_AUDITORIA_REMOTA_step9_SELLADO_2026-01-16T10-55-27Z.txt"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_log_20260118_181224.txt","78","deliverables_step9","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","CHANGED: D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\Complementariedad de analisis\Module C\03_outputs\deliverables_step9\step8_sha256_checkpoints.txt"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_retry_20260118_181224.txt","3","_qa_catalogs\moduleC_local_pipeline\03_outputs","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","FILE=D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\rclone_serve_root.log"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\patch_paths_retry_20260118_181224.txt","4","_qa_catalogs\moduleC_local_pipeline\03_outputs","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","PREV_ERR=Excepción al llamar a ""WriteAllText"" con los argumentos ""3"": ""El proceso no puede obtener acceso al archivo 'D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\rclone_serve_root.log' porque está siendo utilizado en otro proceso."""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\rclone_serve_root.log","10692","deliverables_step9","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","2026/01/18 23:44:42 INFO  : Complementariedad de analisis/Module C/03_outputs/deliverables_step9/final_manifest_v2.json: 127.0.0.1:62523: File not found"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\rclone_serve_root.log","10695","deliverables_step9","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","2026/01/18 23:44:43 INFO  : Complementariedad de analisis/Module C/03_outputs/deliverables_step9/final_sha256_checkpoints_v2.txt: 127.0.0.1:62528: File not found"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\rclone_serve_root.log","10696","deliverables_step9","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","2026/01/18 23:44:43 INFO  : Complementariedad de analisis/Module C/03_outputs/deliverables_step9/ModuleC_ALL_FINAL_deliverables_v2.zip: 127.0.0.1:62534: File not found"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\rclone_serve_root.log","10753","deliverables_step9","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","2026/01/18 23:53:15 INFO  : Complementariedad de analisis/Module C/03_outputs/deliverables_step9/final_manifest_v2.json: 127.0.0.1:57278: File not found"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\rclone_serve_root.log","10756","deliverables_step9","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","2026/01/18 23:53:16 INFO  : Complementariedad de analisis/Module C/03_outputs/deliverables_step9/final_sha256_checkpoints_v2.txt: 127.0.0.1:57284: File not found"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\rclone_serve_root.log","10757","deliverables_step9","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","2026/01/18 23:53:16 INFO  : Complementariedad de analisis/Module C/03_outputs/deliverables_step9/ModuleC_ALL_FINAL_deliverables_v2.zip: 127.0.0.1:57289: File not found"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\rclone_serve_root.log","12064","deliverables_step9","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","2026/01/20 11:09:48 INFO  : Complementariedad de analisis/Module C/03_outputs/deliverables_step9: 127.0.0.1:61701: Serving directory"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\03_outputs\qa\SNAPSHOT__moduleC_local_pipeline__TOP_20260115_0122.txt","59","run_pipeline_debug_v5.py","HISTORICAL_REFERENCE","Mención en backup/log/manifiesto histórico","-a---- 6322   11/01/2026 01:58:40 p. m. run_pipeline_debug_v5.py"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_MANIFEST.csv","45","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""6322"",""11/01/2026 01:58:40 p. m."",""DFA017A87FE608ADED515188F91D732ED62DB6AE1F1CC8D35CFDD5AF1898E1F7"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","517","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""processing"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""6"",""- Inicializa PyQGIS + Processing"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","518","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""processing"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""8"",""- Reproyecta a EPSG:3763 con QgsCoordinateTransform (sin Processing)"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","519","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""03_outputs"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""10"",""  <GATA_ROOT>\Complementariedad de analisis\Module C\03_outputs\gpkg\__debug_micro_run.gpkg"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","520","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""processing"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""34"",""def init_qgis_processing() -> None:"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","521","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""QgsApplication"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""35"",""    from qgis.core import QgsApplication, Qgis  # type: ignore"""
