"Root","FilePath","LineNumber","Match","Classification","Reason","Line"
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","522","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""QGIS_PREFIX_PATH"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""37"",""    prefix = (os.environ.get(""""QGIS_PREFIX_PATH"""") or """""""").strip()"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","523","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""QgsApplication"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""40"",""            QgsApplication.setPrefixPath(prefix, True)"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","524","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""QgsApplication"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""44"",""    qgs = QgsApplication([], False)"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","525","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""processing"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""47"",""    # plugins path antes de importar processing (Processing estÃ¡ en plugins)"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","526","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""QgsApplication"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""49"",""        pp = Path(QgsApplication.prefixPath() or prefix)"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","527","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""processing"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""58"",""    import processing  # noqa: F401"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","528","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""processing"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""59"",""    from processing.core.Processing import Processing  # type: ignore"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","529","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""processing"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""61"",""    Processing.initialize()"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","530","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""QgsApplication"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""63"",""    print(f""""[{ts()}] DEBUG: QGIS={Qgis.QGIS_VERSION} prefix={QgsApplication.prefixPath()}"""", flush=True)"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","531","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""processing"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""64"",""    print(f""""[{ts()}] DEBUG: Processing.initialize OK"""", flush=True)"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","532","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""03_outputs"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""110"",""    out_gpkg = gata_root / """"Complementariedad de analisis"""" / """"Module C"""" / """"03_outputs"""" / """"gpkg"""" / """"__debug_micro_run.gpkg"""""""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","533","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""processing"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""140"",""    print(f""""[{ts()}] [MICRO] reproyectando geometrÃ­as a EPSG:3763 (sin Processing)"""", flush=True)"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","534","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""--gata-root"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""171"",""    ap.add_argument(""""--gata-root"""", required=True)"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","535","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""--modulec-datos"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""172"",""    ap.add_argument(""""--modulec-datos"""", required=True)"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","536","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""--inc-new"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""173"",""    ap.add_argument(""""--inc-new"""", required=True)"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","537","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""--inc-new"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""181"",""        print(f""""[{ts()}] WARN: --inc-new no existe en disco: {inc_new}"""", flush=True)"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","538","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""processing"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""183"",""    init_qgis_processing()"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\__PIPELINE_TOKEN_SCAN.csv","539","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""--gata-root"",""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_pipeline_debug_v5.py"",""189"",""        sys.argv = [str(pipeline), """"--gata-root"""", str(gata_root), """"--modulec-datos"""", str(expand_path(args.modulec_datos)), """"--inc-new"""", str(inc_new)] + extra"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline_v2.py","925","deliverables_step9","SAFE_DOCUMENTED_REFERENCE","Referencia canónica esperada a deliverables_step9 (no backup).","deliver_dir = out_dir / ""deliverables_step9"""
"PIPELINE_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\RUN_QGIS\STEP9_FINAL_MASTER_PACK\run_step9_final_master_pack.ps1","10","deliverables_step9","SAFE_DOCUMENTED_REFERENCE","Referencia canónica esperada a deliverables_step9 (no backup).","$outDir    = Join-Path $modcOut ""deliverables_step9"""
"TOOLS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\tools\MODULEC_ENVIRONMENT_IMPLEMENTATION.md","48","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención documental controlada","- no bloquea solo por ausencia de `run_pipeline_debug_v5.py`;"
"TOOLS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\tools\MODULEC_ENVIRONMENT_IMPLEMENTATION.md","60","_qa_catalogs\moduleC_local_pipeline\03_outputs","SAFE_DOCUMENTED_REFERENCE","Mención documental controlada","- Auxiliar pipeline: `...\_qa_catalogs\moduleC_local_pipeline\03_outputs`"
"TOOLS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\tools\setup_profile0_structural_audit.ps1","32","03_outputs__BACKUP","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","Write-Host '  Get-Content ""$isoRoot\\Complementariedad de analisis\\Module C\\03_outputs__BACKUP_20260121_235500\\qa\\preflight_report.csv"" -TotalCount 40'"
"TOOLS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\tools\setup_profile0_structural_audit.ps1","33","03_outputs__BACKUP","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","Write-Host '  Get-Content ""$isoRoot\\Complementariedad de analisis\\Module C\\03_outputs__BACKUP_20260121_235500\\qa\\preflight_env.json"" -TotalCount 80'"
"TOOLS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\tools\setup_profile3_qgis_runtime.ps1","112","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","""run_pipeline_debug_v5.py"" = $runDebugV5"
"TOOLS","D:\Mestrado\GATA_2025_2026\Prueba_aislada\tools\setup_profile3_qgis_runtime.ps1","86","run_pipeline_debug_v5.py","SAFE_DOCUMENTED_REFERENCE","Mención no activa en ejecución canónica","$runDebugV5 = Join-Path $pipelineRoot ""run_pipeline_debug_v5.py"""
