"Pattern","Path","LineNumber","Line"
"python-qgis","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","10","  C:\OSGeo4W64\bin\python-qgis-ltr.bat -u run_preflight_bootstrap.py --gata-root ... --modulec-datos ... --inc-new ..."
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","24","    env = os.environ.get(""QGIS_PREFIX_PATH"")"
"OSGEO4W_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","28","    o4w = os.environ.get(""OSGEO4W_ROOT"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","44","def init_qgis_and_processing(prefix_path: str) -> None:"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","45","    from qgis.core import QgsApplication  # type: ignore"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","47","    QgsApplication.setPrefixPath(prefix_path, True)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","48","    qgs = QgsApplication([], False)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","57","    import processing  # noqa: F401"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","58","    from processing.core.Processing import Processing  # type: ignore"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","59","    Processing.initialize()"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","73","    prefix = (os.environ.get(""QGIS_PREFIX_PATH"") or """").strip()"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","77","            print(""ERROR: No pude deducir QGIS_PREFIX_PATH"", file=sys.stderr)"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","80","        os.environ[""QGIS_PREFIX_PATH""] = prefix"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","82","    init_qgis_and_processing(prefix)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","99","            from qgis.core import QgsApplication  # type: ignore"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\run_preflight_bootstrap.py","100","            QgsApplication.exitQgis()"

